ID,Player Name,Name in FPL,Position,Team,News,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),,xPoints Upcoming GW,xPoints Next GW,Starts,Minutes Played,Goals,Assists,xG,xG per 90,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards),Red Cards,Saves,Saves per 90,Bonus,Total BPS,Influence,Creativity,Threat,ICT Index,Influence Rank (Position),Influence Rank (All),Creativity Rank (Position),Creativity Rank (All),Threat Rank (Position),Threat Rank (All),ICT Index Rank (Position),ICT Index Rank (All),Total Points,Transfers in (Round),Transfers in (Season),Transfers Out (Round),Transfers out (Season),Season Value (Points Per Million),Value (Form; Points Per Million),Form,Current Form Rank (All),Dream Team Count
199,Eberechi Eze,Eze,MID,Crystal Palace,,7.5,3.2,47,106,,2.2,1.2,13,1079,1,2,3.36,0.28,1.77,0.15,5.13,0.43,3,0.25,14,1.17,15.14,1.26,0,0,0,0,0,0,0,3,194,213.4,376.1,314,90.2,52,146,18,22,22,37,21,30,42,2246,978968,7072,3485763,6.4,0.3,2.2,150,1
200,Marc GuÈhi,GuÈhi,DEF,Crystal Palace,,7.5,2.9,35,128,,2,1,16,1440,2,1,1.25,0.08,0.38,0.02,1.63,0.1,3,0.19,21,1.31,22.13,1.38,2,0,0,3,0,0,0,3,204,421,96.4,126,64.3,5,16,45,185,14,126,14,83,47,4171,587825,19779,524026,10.4,0.4,2,156,1
201,Dean Henderson,Henderson,GKP,Crystal Palace,,10.6,3.4,12,80,,3.8,2.8,16,1440,0,0,0.01,0,0,0,0.01,0,3,0.19,21,1.31,22.13,1.38,0,1,0,2,0,51,3.19,4,193,419.4,0,4,42.3,4,17,57,555,1,378,4,163,55,19821,699165,7429,1261707,12.5,0.9,3.8,61,2
202,Rob Holding,Holding,DEF,Crystal Palace,,0.1,0,214,562,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,556,214,546,204,516,215,558,0,37,2591,76,7506,0,0,0,498,0
203,Will Hughes,Hughes,MID,Crystal Palace,,0.1,2.1,106,235,,4,3,9,882,0,2,0.54,0.06,1.03,0.11,1.57,0.17,3,0.31,12,1.22,13.79,1.41,0,0,0,6,0,0,0,3,118,165.4,232,47,44.3,80,193,51,64,135,245,87,151,29,243,5724,205,5952,5.9,0.8,4,56,0
205,Daichi Kamada,Kamada,MID,Crystal Palace,,0.1,1.2,177,366,,0.2,-0.8,7,646,0,0,0.56,0.08,0.7,0.1,1.26,0.18,1,0.14,12,1.67,10.53,1.47,0,0,0,2,1,0,0,0,83,105.8,183.6,73,36.4,116,263,74,96,118,199,102,195,15,29,13172,96,58055,2.9,0,0.2,387,0
206,Jefferson Lerma SolÌs,Lerma,MID,Crystal Palace,,0,1.3,170,353,,1.4,0.4,8,755,0,0,0.38,0.05,0.81,0.1,1.19,0.15,1,0.12,10,1.19,8.98,1.07,0,0,0,4,0,0,0,0,92,121.6,77.5,50,25,105,246,134,214,131,238,131,259,16,38,4625,46,7806,3.3,0.3,1.4,219,0
207,Jean-Philippe Mateta,Mateta,FWD,Crystal Palace,,2.4,3.3,17,90,,3.6,2.6,14,1171,4,1,4.49,0.35,0.74,0.06,5.23,0.41,2,0.15,17,1.31,17.89,1.37,0,0,0,2,0,0,0,9,187,207.8,178.9,270,65.4,18,150,6,99,18,47,17,78,53,1658,464532,5570,832531,7.4,0.5,3.6,73,1
208,Matheus FranÁa de Oliveira,M.FranÁa,MID,Crystal Palace,Groin Injury - Expected back 04 Jan,0.4,0,235,580,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,573,235,568,226,545,233,575,0,34,121609,774,101354,0,0,0,527,0
209,Remi Matthews,Matthews,GKP,Crystal Palace,,0.5,0,48,497,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,491,25,472,15,432,48,493,0,77,18692,296,62506,0,0,0,415,0
210,Tyrick Mitchell,Mitchell,DEF,Crystal Palace,,1.4,2.8,40,145,,3.8,2.8,16,1384,0,2,0.34,0.02,1.8,0.12,2.14,0.14,4,0.26,20,1.3,21.39,1.39,0,0,0,2,0,0,0,2,200,261.2,251.4,71,58.7,36,96,10,55,51,202,17,95,45,4044,106947,1316,206319,9.4,0.8,3.8,63,1
211,Daniel MuÒoz,MuÒoz,DEF,Crystal Palace,Suspended until 26 Dec,3,3.2,25,95,,5.2,0,16,1354,2,2,2.72,0.18,0.78,0.05,3.5,0.23,3,0.2,21,1.4,20.97,1.39,0,0,0,5,0,0,0,3,164,328,223.6,233,78.5,16,48,14,71,2,57,5,48,51,16574,303016,12094,421336,10.9,1.1,5.2,22,1
212,David Ozoh,Ozoh,MID,Crystal Palace,Season long loan to Derby County,0,0,273,634,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,627,273,624,266,607,271,629,0,0,0,0,288,0,0,0,586,0
213,Jesurun Rak-Sakyi,Rak-Sakyi,MID,Crystal Palace,Loaned to Sheffield United,0,0,250,604,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,597,250,593,243,574,248,599,0,0,755,36,19043,0,0,0,552,0
214,Jeffrey Schlupp,Schlupp,MID,Crystal Palace,,0.1,1,196,418,,0.4,-0.6,0,85,0,0,0.13,0.14,0.08,0.08,0.21,0.22,0,0,2,2.12,1.47,1.56,0,0,0,0,0,0,0,0,37,21.6,32.2,44,9.6,185,395,174,297,140,252,173,348,10,53,8231,133,13572,2.1,0.1,0.4,341,0
215,Joel Ward,Ward,DEF,Crystal Palace,Calf injury - 25% chance of playing,0.1,0,213,559,,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,553,213,541,203,509,214,555,0,6,3188,183,10690,0,0,0,490,0
216,Adam Wharton,Wharton,MID,Crystal Palace,Groin Injury - Expected back 21 Dec,0.2,1.9,120,265,,0,0,8,621,0,0,0.22,0.03,0.6,0.09,0.82,0.12,1,0.14,9,1.3,9.39,1.36,0,0,0,0,0,0,0,0,104,112.6,131.4,53,29.7,112,256,102,148,129,232,117,230,15,15,18560,227,51067,3.2,0,0,622,0
445,Matt Turner,Turner,GKP,Crystal Palace,,10.7,0,53,507,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,503,30,484,20,444,53,505,0,789,224645,6419,929840,0,0,0,429,0
585,IsmaÔla Sarr,I.Sarr,MID,Crystal Palace,,0.4,3.4,37,83,,7.2,6.2,9,910,3,3,3.05,0.3,2.37,0.23,5.42,0.53,2,0.2,12,1.19,12.43,1.23,0,0,0,3,0,0,0,6,209,233.6,209.4,398,84.1,43,122,64,80,11,23,29,40,54,10488,63371,1108,61460,9.5,1.3,7.2,9,2
644,Franco Umeh-Chibueze,Umeh-Chibueze,MID,Crystal Palace,Hamstring injury - 25% chance of playing,0,0,239,584,,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,577,239,572,231,550,237,579,0,45,4728,54,3605,0,0,0,531,0
645,Justin Devenny,Devenny,MID,Crystal Palace,,0.2,2.3,87,204,,2.4,1.4,2,204,1,0,0.45,0.2,0.28,0.12,0.73,0.32,0,0,2,0.88,4.61,2.03,0,0,0,0,0,0,0,1,58,68.4,59,29,15.8,148,316,155,248,154,279,156,313,14,1169,33378,1203,9736,3.1,0.5,2.4,121,0
646,Asher Agbinone,Agbinone,MID,Crystal Palace,,0,1,192,414,,0,-1,0,4,0,0,0.02,0.45,0.01,0.22,0.03,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10.6,1,1.5,216,453,205,366,216,405,214,445,2,71,8035,107,4963,0.4,0,0,605,0
647,Kaden Rodney,Rodney,MID,Crystal Palace,,0,0,272,632,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,625,272,622,265,605,270,627,0,34,3610,46,2506,0,0,0,584,0
650,Maxence Lacroix,Lacroix,DEF,Crystal Palace,,0.2,3.1,29,110,,4,3,13,1170,1,1,1.26,0.1,0.41,0.03,1.67,0.13,3,0.23,16,1.23,16.88,1.3,0,0,0,3,0,0,0,2,166,277.6,40.9,78,39.7,30,84,82,282,40,186,54,182,40,1895,31066,786,13304,8.9,0.9,4,52,0
666,Caleb Kporha,Kporha,DEF,Crystal Palace,,0,1,132,388,,0,-1,0,1,0,0,0,0,0.02,1.8,0.02,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4.1,0,0.6,157,460,137,399,193,491,156,457,1,42,2776,81,1751,0.2,0,0,475,0
676,Zach Marsh,Marsh,FWD,Crystal Palace,,0.4,0,61,651,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,645,60,642,59,625,59,647,0,2255,51119,1490,17099,0,0,0,603,0
156,Armando Broja,Broja,FWD,Everton,Ineligible to face his parent club on 22/12. - Expected back 26 Dec,0.1,0.5,51,477,,-0.8,0,0,31,0,0,0,0,0.06,0.17,0.06,0.17,0,0,0,0,0.15,0.44,0,0,0,1,0,0,0,0,-3,6.2,0.7,6,1.3,42,440,48,429,45,371,47,448,1,78,7735,179,13242,0.2,0,0.2,390,0
217,Abdoulaye DoucourÈ,A.Doucoure,MID,Everton,,0.2,2.3,91,209,,1.8,2.3,12,982,0,0,0.57,0.05,0.44,0.04,1.01,0.09,6,0.55,14,1.28,14.78,1.35,0,0,0,0,0,0,0,0,116,100.6,159.8,59,31.8,123,274,87,123,125,222,112,220,30,84,17544,241,51098,5.9,0.5,2.8,103,0
218,Norberto Bercique Gomes Betuncal,Beto,FWD,Everton,,0.6,1.8,33,278,,-0.2,0.3,1,179,1,0,1.61,0.81,0,0,1.61,0.81,0,0,9,4.53,3.26,1.64,0,0,0,0,0,0,0,2,44,41.2,2.1,112,15.1,35,358,46,413,31,138,34,317,16,609,117619,1501,118349,3.2,0.2,0.8,295,0
219,Jarrad Branthwaite,Branthwaite,DEF,Everton,,0.9,3.6,15,74,,3.8,4.3,6,546,0,0,0.03,0,0.05,0.01,0.08,0.01,4,0.66,5,0.82,5.62,0.93,0,0,0,0,0,0,0,1,125,105.4,6.7,6,11.8,99,266,129,389,128,368,110,331,29,4116,55645,1046,195916,6,1,4.8,29,0
220,Dominic Calvert-Lewin,Calvert-Lewin,FWD,Everton,,1.6,3,19,123,,1.5,2,14,1158,2,2,4.32,0.34,0.53,0.04,4.85,0.38,7,0.54,12,0.93,16.82,1.31,0,0,0,1,0,0,0,3,117,146.6,89,416,65,22,217,25,196,10,19,18,79,45,1083,908825,2950,960977,8.2,0.5,2.5,117,1
221,SÈamus Coleman,Coleman,DEF,Everton,,0,1,136,392,,-1,-0.5,1,90,0,0,0.62,0.62,0.01,0.01,0.63,0.63,0,0,3,3,2.22,2.22,0,0,0,0,0,0,0,0,-1,16.6,1.1,21,3.9,145,406,152,423,93,295,137,404,1,73,3378,59,5881,0.2,0,0,491,0
222,Idrissa Gueye,Gana,MID,Everton,,0.1,2.1,105,234,,1.5,2,12,1069,0,0,0.82,0.07,0.71,0.06,1.53,0.13,5,0.42,18,1.52,15.91,1.34,0,0,0,2,0,0,0,0,151,150.8,147,64,36.1,84,209,92,129,121,212,103,197,29,45,7161,85,10100,5.9,0.5,2.5,115,0
223,James Garner,Garner,MID,Everton,Back injury - Unknown return date,0,1.8,127,276,,0,0,2,251,0,0,0.05,0.02,0.05,0.02,0.1,0.04,1,0.36,4,1.43,4.49,1.61,0,0,0,1,0,0,0,0,36,54,20.9,5,7.9,159,337,185,330,202,376,179,361,7,5,1128,18,2823,1.4,0,0,643,0
224,Jack Harrison,Harrison,MID,Everton,,0.1,1.9,122,267,,0.2,0.7,8,727,0,1,1.57,0.19,0.85,0.11,2.42,0.3,3,0.37,12,1.49,13.43,1.66,0,0,0,0,0,0,0,0,81,75.8,130.3,112,31.1,141,303,105,151,91,139,114,224,27,42,14054,128,23435,5.2,0.2,1.2,245,0
225,Mason Holgate,Holgate,DEF,Everton,Loaned to West Bromwich Albion,0.2,1,127,382,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,18,0.07,1.26,0,0,0,0,0,0,0,0,-1,0,0,0,0,171,493,170,474,153,434,171,495,1,0,11786,160,47227,0.2,0,0,418,0
226,Tim Iroegbunam,Iroegbunam,MID,Everton,Foot injury - Unknown return date,0.4,1.3,167,350,,0,0,4,381,0,0,0.21,0.05,0.08,0.02,0.29,0.07,0,0,13,3.07,8.36,1.97,0,0,0,2,0,0,0,0,29,47,27.1,29,10.4,164,347,180,310,153,278,172,343,8,13,189371,901,180910,1.8,0,0,522,0
227,Jo„o Neves VirgÌnia,J.Virginia,GKP,Everton,,0.7,0,38,480,,-1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,474,13,452,3,409,38,476,0,4363,45198,1130,41724,0,0,0,395,0
228,Michael Keane,Keane,DEF,Everton,,6.4,3.6,14,73,,-1,-0.5,9,810,2,0,0.43,0.05,0.02,0,0.45,0.05,2,0.22,16,1.78,14.16,1.57,0,0,0,4,0,0,0,3,89,221.6,22.9,84,33,56,138,106,326,37,177,65,215,32,3565,1338668,17427,915518,7.8,0,0,482,1
229,Neal Maupay,Maupay,FWD,Everton,Transferred to Marseille,0.3,0,64,666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,664,63,659,63,652,63,664,0,0,20402,195,160171,0,0,0,634,0
230,Dwight McNeil,McNeil,MID,Everton,Knee injury - 75% chance of playing,3.7,5,10,20,,2.5,2.2,13,1140,3,5,0.87,0.07,3.96,0.31,4.82,0.38,4,0.32,21,1.66,17.67,1.4,0,0,0,1,0,0,0,6,299,287.4,547.4,169,100.5,25,78,4,4,59,94,16,21,65,1002,1708813,33142,1443124,12,0.6,3.5,76,2
231,Vitalii Mykolenko,Mykolenko,DEF,Everton,,4.3,3.5,16,77,,4.8,5.3,13,1105,0,1,0.28,0.02,0.43,0.04,0.71,0.06,5,0.41,17,1.38,15.31,1.25,0,0,0,1,0,0,0,4,156,161.6,128.9,46,33.8,74,196,34,155,74,247,61,208,45,22353,415347,3463,833987,10.5,1.3,5.8,17,0
232,Iliman Ndiaye,Ndiaye,FWD,Everton,,0.6,2.7,23,160,,1,1.5,13,1163,2,0,1.08,0.08,0.71,0.05,1.79,0.13,8,0.62,13,1.01,14.53,1.12,0,0,0,1,0,0,0,6,210,246.4,168,212,62.9,15,110,10,112,22,63,19,86,41,1652,216216,1989,179020,7.6,0.4,2,169,0
234,Nathan Patterson,Patterson,DEF,Everton,,0,1,142,401,,-0.8,-0.3,0,17,0,0,0,0,0.11,0.58,0.11,0.58,0,0,0,0,0.16,0.85,0,0,0,0,0,0,0,0,8,6.4,14.7,2,2.3,153,438,113,348,139,391,146,430,1,14,1150,38,2410,0.2,0,0.2,373,0
235,Jordan Pickford,Pickford,GKP,Everton,,9.7,4.4,5,34,,4,4.5,15,1350,0,0,0,0,0.09,0.01,0.09,0.01,6,0.4,21,1.4,19.77,1.32,0,1,0,2,0,41,2.73,8,219,377.2,10.3,0,38.6,9,29,2,367,63,651,9,190,66,28028,594760,5641,1180417,13.5,1,5,25,3
236,James Tarkowski,Tarkowski,DEF,Everton,,1.6,3.3,20,86,,3.8,4.3,15,1341,0,0,0.74,0.05,1.12,0.08,1.86,0.13,6,0.4,21,1.41,19.77,1.33,0,0,0,3,0,0,0,5,193,367.6,101.6,124,59.6,9,32,41,178,15,129,16,93,49,3404,158019,1835,220576,10.2,1,4.8,28,1
237,Youssef Ramalho Chermiti,Y. Chermiti,FWD,Everton,Lack of match fitness - 25% chance of playing,0,0,66,671,,-0.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,670,65,665,65,660,65,670,0,20,2219,39,2690,0,0,0,648,0
238,Ashley Young,Young,DEF,Everton,,3.3,4.8,3,27,,6,6.5,13,1127,1,3,0.18,0.01,1.31,0.1,1.49,0.11,6,0.48,14,1.12,14.92,1.19,0,0,0,4,1,0,0,8,217,306.6,227.2,24,55.9,20,57,12,66,90,290,21,103,62,44656,419605,3937,108966,13.5,1.5,7,10,1
577,Jesper Lindstr¯m,Lindstr¯m,MID,Everton,,0.1,1.7,136,294,,0.8,1.3,6,514,0,0,1.4,0.25,0.82,0.14,2.22,0.39,3,0.53,8,1.4,5.52,0.97,0,0,0,0,0,0,0,0,78,98.6,162,135,39.5,128,279,84,119,76,117,100,183,19,14,3076,57,12623,3.7,0.4,1.8,186,0
582,Jake O'Brien,O'Brien,DEF,Everton,,0.2,0.5,161,474,,-0.8,-0.3,0,34,0,0,0,0,0,0,0,0,0,0,1,2.65,0.82,2.17,0,0,0,1,0,0,0,0,1,5,0.5,0,0.5,155,448,154,431,229,637,158,462,1,45,5673,145,27227,0.2,0,0.2,381,0
603,Harrison Armstrong,Armstrong,MID,Everton,,0.2,0.5,227,473,,-1,-0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.1,2,0.2,289,653,228,448,209,396,225,470,1,147,31073,376,28758,0.2,0,0,613,0
614,Jenson Metcalfe,Metcalfe,MID,Everton,Season long loan to Chesterfield,0,0,259,619,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,612,259,609,252,592,257,614,0,0,777,1,1023,0,0,0,568,0
624,Asmir Begovic,Begovic,GKP,Everton,,0.3,0,45,491,,-1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,485,20,464,10,422,45,487,0,121,34742,229,14716,0,0,0,407,0
627,Roman Dixon,Dixon,DEF,Everton,,0.1,0,183,527,,-1,-0.5,1,90,0,0,0,0,0,0,0,0,0,0,4,4,2.43,2.43,0,0,0,0,0,0,0,0,0,15.4,0.3,0,1.6,147,409,155,435,167,464,152,441,0,48,9201,187,6230,0,0,0,449,0
651,Orel Mangala,Mangala,MID,Everton,,0,2.1,109,239,,2,2.5,7,672,1,0,0.39,0.05,0.5,0.07,0.89,0.12,3,0.4,4,0.54,7.82,1.05,0,0,0,1,0,0,0,0,103,104.4,77.2,46,22.8,118,267,136,216,137,248,135,271,25,47,2232,40,1677,5,0.6,3,94,0
678,Callum Bates,Bates,MID,Everton,,0,0,282,643,,-1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,636,282,633,275,616,280,638,0,16,997,46,496,0,0,0,595,0
10,Reiss Nelson,Nelson,MID,Fulham,Hamstring injury - Expected back 15 Feb,0.1,2.2,94,218,,0,0,5,483,1,1,1.07,0.2,0.96,0.18,2.03,0.38,1,0.19,9,1.68,6.13,1.14,0,0,0,1,0,0,0,2,143,131.6,223.9,195,55.1,102,235,55,70,42,71,61,105,27,6,15793,285,16004,5.4,0.3,1.4,224,0
19,Emile Smith Rowe,Smith Rowe,MID,Fulham,,18,3.8,29,64,,0.4,1.9,14,1088,3,2,2.12,0.18,1.29,0.11,3.41,0.29,5,0.41,14,1.16,13.79,1.14,0,0,0,1,0,0,0,8,251,249.6,254.5,164,66.9,37,109,42,53,62,97,47,73,61,9459,3388958,75749,3174467,11.1,0.3,1.4,228,1
191,Joachim Andersen,Andersen,DEF,Fulham,Calf injury - Expected back 22 Dec,4.3,2.2,63,212,,0,0,9,783,0,0,0.25,0.03,0.13,0.01,0.38,0.04,2,0.23,15,1.72,10.57,1.21,0,0,0,1,1,0,0,3,95,184,26.2,58,26.9,69,173,98,314,63,223,77,245,20,1865,176736,8595,1539903,4.8,0,0,487,0
239,Adama TraorÈ,Adama,MID,Fulham,,1.9,2.8,60,144,,-0.2,1.3,10,816,1,3,2.83,0.31,2.04,0.22,4.87,0.53,3,0.33,12,1.32,11.43,1.26,0,0,0,2,0,0,0,3,170,178.4,249.1,243,67.1,72,184,47,59,34,56,45,71,42,1941,702117,6498,588586,8.8,0.2,0.8,286,0
240,Andreas Hoelgebaum Pereira,Andreas,MID,Fulham,Suspended until 26 Dec,1.1,2.7,68,158,,1,0,13,1010,2,2,2.83,0.25,2.54,0.23,5.37,0.48,4,0.36,12,1.07,11.3,1.01,0,0,1,5,0,0,0,1,185,178.2,498.7,202,87.9,73,185,6,7,41,69,24,34,41,779,109858,3586,371330,8.2,0.4,2,164,0
241,Calvin Bassey,Bassey,DEF,Fulham,,0.4,1.9,81,261,,0,1.3,15,1350,0,0,0.28,0.02,0.12,0.01,0.4,0.03,2,0.13,20,1.33,18.08,1.21,0,0,0,5,0,0,0,0,148,232.8,30.5,34,29.7,47,124,91,302,81,266,72,229,29,1045,44654,690,47887,6.4,0.2,0.8,282,0
242,Steven Benda,Benda,GKP,Fulham,,0.4,0,55,511,,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,506,32,487,22,447,55,508,0,127,21599,322,25735,0,0,0,432,0
243,Tom Cairney,Cairney,MID,Fulham,,0,1,200,423,,0,1.3,0,169,1,0,0.03,0.02,0.65,0.35,0.68,0.37,0,0,5,2.66,3.04,1.62,0,0,0,2,1,0,0,0,61,71.4,89.9,25,18.8,144,311,125,195,159,288,148,294,10,17,2436,27,4890,2.1,0.2,0.8,285,0
244,Timothy Castagne,Castagne,DEF,Fulham,,0.7,1,134,390,,-0.2,1.3,1,178,0,0,0.06,0.03,0.02,0.01,0.08,0.04,0,0,5,2.53,3.46,1.75,0,0,0,0,0,0,0,0,16,44.8,4,23,7.3,122,351,139,401,91,291,119,367,6,513,22134,594,224834,1.4,0.2,0.8,275,0
245,Issa Diop,Diop,DEF,Fulham,,0.2,1.3,113,349,,0.2,1.7,8,750,0,0,0.51,0.06,0.02,0,0.53,0.06,0,0,10,1.2,10.92,1.31,1,0,0,2,0,0,0,0,65,159,24.8,75,25.6,76,201,101,319,44,193,81,256,14,842,18571,263,24927,3.2,0.3,1.2,233,0
246,Luke Harris,Harris,MID,Fulham,Season long loan to Birmingham City,0,0,267,627,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,620,267,617,260,600,265,622,0,0,0,2,920,0,0,0,578,0
17,Bukayo Saka,Saka,MID,Arsenal,,44.4,7.1,3,3,,8.8,8.8,15,1245,5,11,4.17,0.3,5.6,0.4,9.77,0.7,6,0.43,12,0.87,9.78,0.71,0,0,0,3,0,0,0,16,432,516.2,629.8,604,174.9,4,6,1,1,3,4,3,3,106,43491,5109903,34874,3643376,10,0.7,7.8,5,4
248,Bernd Leno,Leno,GKP,Fulham,,2.4,2.9,23,133,,0.6,2.1,16,1440,0,1,0,0,0.02,0,0.02,0,2,0.12,22,1.38,20.21,1.26,0,0,0,2,0,44,2.75,2,198,393.8,10,0,40.2,6,23,7,374,65,664,5,177,47,11682,219610,2239,264520,9.4,0.3,1.6,202,0
249,Saöa Luki?,Luki?,MID,Fulham,,0,1.5,148,317,,0.2,1.7,11,879,0,0,0.05,0.01,0.49,0.05,0.54,0.06,2,0.2,14,1.43,11.6,1.19,0,0,0,6,0,0,0,0,107,116.6,125.8,5,24.7,110,253,106,157,200,374,132,261,17,58,2954,32,5831,3.5,0.3,1.2,240,0
250,Kevin Mbabu,Mbabu,DEF,Fulham,Transferred to FC Midtjylland,0.2,0,167,493,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,487,167,467,150,427,168,489,0,0,8149,145,41386,0,0,0,411,0
251,Rodrigo Muniz Carvalho,Muniz,FWD,Fulham,,1.5,2.1,32,242,,1.4,2.9,4,463,2,1,1.89,0.37,0.09,0.02,1.98,0.39,1,0.19,9,1.75,6.86,1.33,0,0,0,1,0,0,0,3,116,111,67.3,209,38.7,25,258,27,230,23,66,27,189,32,5747,669872,1051,1189196,5.8,0.4,2.4,131,0
252,Ra˙l JimÈnez,Ra˙l,FWD,Fulham,,5.2,3.9,15,53,,2,3.5,12,964,5,2,4.91,0.46,1.33,0.12,6.24,0.58,4,0.37,13,1.21,13.33,1.24,0,0,0,1,0,0,0,10,230,250.4,136.5,419,80.9,13,106,16,138,9,18,11,45,63,43458,1571292,8944,1102953,11.5,0.5,3,96,1
253,Tim Ream,Ream,DEF,Fulham,Permanent transfer to Charlotte FC,0,0,225,587,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,580,225,575,220,553,225,582,0,0,0,2,1180,0,0,0,534,0
254,Harrison Reed,Reed,MID,Fulham,Knee injury - Expected back 05 Jan,0,0.8,222,458,,0,0,0,54,0,0,0.01,0.02,0.09,0.15,0.1,0.17,0,0,2,3.33,2.96,4.93,0,0,0,2,0,0,0,0,23,9.2,18.4,9,3.7,206,432,191,338,186,347,196,406,6,3,2398,28,5067,1.3,0,0,618,0
255,Antonee Robinson,Robinson,DEF,Fulham,,17.4,3.4,18,82,,2,3.5,16,1440,0,6,0.29,0.02,2.11,0.13,2.4,0.15,2,0.12,22,1.38,20.21,1.26,0,0,0,3,0,0,0,5,241,442.6,295.5,81,82.1,2,12,9,43,38,180,4,44,55,273330,2126999,3674,1235903,11.5,0.6,3,92,0
256,Jay Stansfield,Stansfield,FWD,Fulham,Transferred to Birmingham City,0,1,45,434,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.67,60.3,0,0,0,0,0,0,0,0,2,0,0,0,0,70,683,70,680,70,676,70,683,1,0,4673,12,11715,0.2,0,0,666,0
257,Kenny Tete,Tete,DEF,Fulham,Knock - 75% chance of playing,0.4,2.5,50,173,,1.2,2,15,1262,0,2,1.02,0.07,0.44,0.03,1.46,0.1,2,0.14,17,1.21,16.77,1.2,0,0,0,3,0,0,0,0,152,258.8,120.9,115,49.4,37,98,35,162,17,135,33,135,37,896,54862,1350,46955,8.2,0.5,2.2,137,0
258,Carlos VinÌcius Alves Morais,Vinicius,FWD,Fulham,,0.3,0,68,677,,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,676,67,673,67,669,67,676,0,498,38057,479,76880,0,0,0,659,0
259,Harry Wilson,Wilson,MID,Fulham,,0.3,2.5,75,180,,0.4,1.9,2,327,3,0,1.57,0.43,0.2,0.06,1.77,0.49,0,0,7,1.93,6.07,1.67,0,0,0,2,0,0,0,3,100,113.6,56,107,27,111,255,159,253,94,144,125,244,30,1302,63549,1273,52408,5.8,0.3,1.4,226,1
579,Ryan Sessegnon,Sessegnon,DEF,Fulham,,0.1,1,135,391,,-0.8,0.7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.45,0,0,0,0,0,0,0,0,2,2,0,0,0.2,158,461,211,536,201,504,161,469,1,65,4465,123,15664,0.2,0,0.2,367,0
