FPL Name-Team,Player Name,Name in FPL,Position,Team,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),Starts,Minutes Played,Goals,xG,xG per 90,Assists,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Penalties Missed,Penalties Saved,Saves,Saves per 90,Bonus,Total BPS,Influence,Influence Rank (Position),Influence Rank (All),Creativity,Creativity Rank (Position),Creativity Rank (All),Threat,Threat Rank (Position),Threat Rank (All),ICT Index,ICT Index Rank (Position),ICT Index Rank (All),Total Points,Season Value (Points Per Million),Overall Rank by Position,Overall Rank
Tuanzebe-Ipswich,Axel Tuanzebe,Tuanzebe,DEF,Ipswich,1.2,1.2,145,429,20,1710,0,0.21,0.01,1,0.26,0.01,0.47,0.02,1,0.05,38,2,32.01,1.68,0,0,0,0,0,80,284.4,92,247,93.4,94,307,25,133,388,40.1,105,322,27,6.9,73,185
Walton-Ipswich,Christian Walton,Walton,GK,Ipswich,0.2,2.3,34,236,7,630,0,0,0,0,0,0,0,0,1,0.14,19,2.71,13.88,1.98,0,0,20,2.86,2,42,163.2,31,339,10,16,464,0,57,626,17.3,30,406,16,3.7,54,392
Woolfenden-Ipswich,Luke Woolfenden,Woolfenden,DEF,Ipswich,1.2,1.2,146,430,12,1187,0,0.03,0,0,0.02,0,0.05,0,1,0.08,28,2.12,26.46,2.01,0,0,0,0,0,93,258.4,98,267,6.7,165,471,8,160,439,27.5,125,369,18,4.6,75,189
Phillips-Ipswich,Kalvin Phillips,Phillips,MID,Ipswich,0.1,1.4,191,412,14,1231,0,0.45,0.03,0,0.46,0.03,0.91,0.06,1,0.07,30,2.19,27.21,1.99,0,0,0,0,0,167,181.8,149,330,116.2,169,278,41,189,354,33.8,172,347,27,5.6,208,549
Muric-Ipswich,Arijanet Muric,Muric,GK,Ipswich,0.4,2.7,30,184,18,1620,0,0,0,0,0.01,0,0.01,0,1,0.06,33,1.83,36.12,2.01,0,0,70,3.89,5,186,531.2,20,127,0,77,669,0,63,643,53.1,20,286,49,11.1,38,270
Jaden-Ipswich,Jaden Philogene,Jaden,MID,Ipswich,0.1,1.8,159,341,7,796,2,2.43,0.27,0,0.34,0.04,2.77,0.31,2,0.23,22,2.49,14.41,1.63,0,0,0,0,3,116,159,155,340,98.2,179,303,190,119,190,43.9,156,307,37,7,206,545
Townsend-Ipswich,Conor Townsend,Townsend,DEF,Ipswich,0.5,1.8,104,325,3,334,0,0.03,0.01,1,0.24,0.06,0.27,0.07,0,0,6,1.62,8.13,2.19,0,0,0,0,0,43,110.2,137,389,56,118,354,13,150,422,18,140,404,11,2.8,101,260
Szmodics-Ipswich,Sam Szmodics,Szmodics,MID,Ipswich,0.1,2.7,77,188,13,988,4,3.44,0.31,0,0.45,0.04,3.89,0.35,2,0.18,18,1.64,23.27,2.12,0,0,0,0,2,167,216,134,293,93,181,308,263,87,130,56.7,142,273,54,9.5,139,403
Cajuste-Ipswich,Jens Cajuste,Cajuste,MID,Ipswich,0.1,2.1,116,271,25,1960,1,0.68,0.03,1,0.73,0.03,1.41,0.06,1,0.05,46,2.11,43.97,2.02,0,0,0,0,2,309,284,111,249,209.2,136,201,59,177,323,54.9,146,279,63,14,154,440
O'Shea-Ipswich,Dara O'Shea,O'Shea,DEF,Ipswich,1.2,1.4,129,395,35,3122,0,1.29,0.04,2,0.67,0.02,1.96,0.06,2,0.06,75,2.16,67.13,1.94,0,0,0,0,1,231,862.8,5,18,59.9,113,346,195,32,182,111.6,32,130,49,12.9,71,179
J.Clarke-Ipswich,Jack Clarke,J.Clarke,MID,Ipswich,0,1.7,166,357,12,1161,0,1.17,0.09,4,1.11,0.09,2.28,0.18,1,0.08,31,2.4,27.25,2.11,0,0,0,0,0,221,230.8,128,279,341.7,87,122,151,129,220,72.2,114,227,53,9.8,221,576
Ogbene-Ipswich,Chiedozie Ogbene,Ogbene,MID,Ipswich,0,1.4,192,413,3,237,0,0,0,0,0.05,0.02,0.05,0.02,0,0,3,1.14,2.36,0.9,0,0,0,0,0,29,22.8,220,477,30.2,213,404,12,219,428,6.4,220,471,7,1.5,303,728
Godfrey-Ipswich,Ben Godfrey,Godfrey,DEF,Ipswich,0,-0.3,268,804,2,158,0,0,0,0,0.02,0.01,0.02,0.01,0,0,10,5.7,6.22,3.54,0,0,0,0,0,-27,15,176,493,2.3,177,488,2,172,468,1.9,176,511,-1,-0.2,201,578
Palmer-Ipswich,Alex Palmer,Palmer,GK,Ipswich,0.1,1.7,39,350,13,1170,0,0,0,0,0,0,0,0,0,0,30,2.31,24.64,1.9,0,0,45,3.46,0,94,356.8,22,204,10,17,465,0,67,663,36.6,22,336,22,4.9,62,451
Boniface-Ipswich,Somto Boniface,Boniface,DEF,Ipswich,0,0,231,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,636,0,231,624,0,222,585,0,232,636,0,0,258,757
Tom Taylor-Ipswich,Tom Taylor,Tom Taylor,MID,Ipswich,0,0,324,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,763,0,323,760,0,315,743,0,323,763,0,0,338,789
Buonanotte-Leicester,Facundo Buonanotte,Buonanotte,MID,Leicester,0.4,2.4,91,220,14,1508,5,4.01,0.24,2,2.29,0.14,6.3,0.38,2,0.12,33,1.97,29.23,1.74,0,0,0,0,6,299,415.8,70,174,415.8,74,95,318,69,105,114.7,73,124,75,16.7,84,275
J.Ayew-Leicester,Jordan Ayew,J.Ayew,MID,Leicester,0.2,2.4,95,225,19,1649,5,3.72,0.2,0,1.5,0.08,5.22,0.28,4,0.22,42,2.29,30.33,1.66,0,0,0,0,3,279,304.4,106,239,316.9,93,133,311,70,107,93.4,91,161,75,14.7,131,389
Edouard-Leicester,Odsonne Edouard,Edouard,FWD,Leicester,0.2,1.2,46,441,1,141,0,0.39,0.25,0,0.07,0.04,0.46,0.29,0,0,3,1.91,3.72,2.37,0,0,0,0,0,14,5,52,519,25,49,421,50,45,341,8,48,456,7,1.4,57,360
B.Soumar√©-Leicester,Boubakary SoumarÈ,B.Soumar√©,MID,Leicester,0.3,1.5,177,382,25,2165,0,0.29,0.01,0,0.94,0.04,1.23,0.05,1,0.04,52,2.16,46.48,1.93,0,0,0,0,0,327,294.2,109,242,261.8,116,166,47,184,345,60.4,137,265,48,10.9,98,320
Cannon-Leicester,Tom Cannon,Cannon,FWD,Leicester,0.3,0,67,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,705,0,62,702,0,62,682,0,62,705,0,0,51,318
Choudhury-Leicester,Hamza Choudhury,Choudhury,MID,Leicester,1,1,214,483,1,129,0,0,0,0,0.19,0.13,0.19,0.13,0,0,5,3.49,5.28,3.68,0,0,0,0,0,29,33.8,209,461,30.4,212,402,6,228,449,7,217,465,4,0.9,64,205
Coady-Leicester,Conor Coady,Coady,DEF,Leicester,0.5,1.8,105,326,19,1712,1,0.52,0.03,0,0.48,0.03,1,0.06,2,0.11,42,2.21,38.75,2.04,0,0,0,0,3,144,378.8,71,196,33,141,397,62,100,319,47.5,93,298,39,9.8,104,267
Daka-Leicester,Patson Daka,Daka,FWD,Leicester,0.5,1.5,41,385,6,717,1,1.25,0.16,0,0.06,0.01,1.31,0.17,1,0.13,16,2.01,17.37,2.18,0,0,0,0,2,108,86,38,409,41.7,42,378,148,39,224,27,39,373,34,7.1,43,253
De Cordova-Reid-Leicester,Bobby De Cordova-Reid,De Cordova-Reid,MID,Leicester,0.1,2.1,125,282,9,734,1,0.79,0.1,4,0.14,0.02,0.93,0.12,1,0.12,17,2.08,14.61,1.79,0,0,0,0,2,145,102.2,187,398,84.4,183,316,72,170,305,26,187,375,48,9.2,197,525
Faes-Leicester,Wout Faes,Faes,DEF,Leicester,5.2,1.6,114,360,30,2812,1,1.52,0.05,0,0.4,0.01,1.92,0.06,3,0.1,63,2.02,58.54,1.87,0,0,0,0,2,241,678,26,65,68.5,110,338,121,71,249,86.9,53,180,55,14.5,24,72
Golding-Leicester,Michael Golding,Golding,MID,Leicester,0.2,1,217,486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,264,681,0,264,676,0,254,652,0,264,681,1,0.2,137,399
Hermansen-Leicester,Mads Hermansen,Hermansen,GK,Leicester,0.4,2.3,35,238,27,2385,0,0,0,0,0.02,0,0.02,0,1,0.04,58,2.19,55.09,2.08,0,1,103,3.89,1,231,827,9,27,0.2,21,521,0,65,646,82.8,9,192,63,14.3,43,287
Iversen-Leicester,Daniel Iversen,Iversen,GK,Leicester,0.7,0,52,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,580,0,35,561,0,15,514,0,52,580,0,0,30,240
Justin-Leicester,James Justin,Justin,DEF,Leicester,1.2,1.9,99,309,34,2912,2,1.47,0.05,2,0.8,0.02,2.27,0.07,3,0.09,68,2.1,63.68,1.97,0,0,0,0,6,218,615.2,36,92,258.5,35,170,202,28,175,107.8,37,136,70,17.1,74,188
Kristiansen-Leicester,Victor Kristiansen,Kristiansen,DEF,Leicester,0.1,1.1,151,447,29,2481,0,0.13,0,1,1.74,0.06,1.87,0.06,1,0.04,62,2.25,54.38,1.97,0,0,0,0,0,153,519.4,47,132,358.6,24,115,40,120,356,91.6,47,166,34,7.7,158,444
Marcal-Leicester,Wanya MarÁal-Madiv·dua,Marcal,MID,Leicester,0,0,280,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,707,0,279,704,0,270,684,0,279,707,0,0,286,701
Mavididi-Leicester,Stephy Mavididi,Mavididi,MID,Leicester,0.3,2.4,94,224,16,1606,4,1.85,0.1,1,3.25,0.18,5.1,0.28,1,0.06,38,2.13,36.71,2.06,0,0,0,0,5,270,339.2,96,221,375.3,81,110,302,74,112,101.5,85,146,72,14.4,99,324
McAteer-Leicester,Kasey McAteer,McAteer,MID,Leicester,0,1.9,140,314,9,846,1,0.99,0.11,1,0.63,0.07,1.62,0.18,3,0.32,16,1.7,20.07,2.14,0,0,0,0,0,125,147.2,161,354,132.5,165,266,184,123,196,46.3,154,302,35,7.4,222,577
Ndidi-Leicester,Wilfred Ndidi,Ndidi,MID,Leicester,0.2,2.3,103,241,28,2325,0,2.12,0.08,5,1.53,0.06,3.65,0.14,3,0.12,48,1.86,49.32,1.91,0,0,0,0,1,375,546.4,44,120,302.2,101,144,280,80,121,112.8,76,128,64,13.1,128,385
Okoli-Leicester,Caleb Okoli,Okoli,DEF,Leicester,0.4,1.4,131,397,12,1122,1,0.62,0.05,0,0.17,0.01,0.79,0.06,1,0.08,26,2.09,27.72,2.22,0,0,0,0,1,106,318.6,86,232,15.2,157,442,73,92,303,40.7,103,319,27,6.8,106,272
Ricardo-Leicester,Ricardo Barbosa Pereira,Ricardo,DEF,Leicester,0.1,1,169,475,4,382,0,0.09,0.02,0,0.07,0.02,0.16,0.04,0,0,8,1.88,7.12,1.68,0,0,0,0,0,46,67.8,152,421,18.7,155,436,19,143,404,10.5,155,442,10,2.4,175,495
Souttar-Leicester,Harry Souttar,Souttar,DEF,Leicester,0,0,202,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,595,0,200,579,0,189,538,0,202,595,0,0,248,730
Stolarczyk-Leicester,Jakub Stolarczyk,Stolarczyk,GK,Leicester,0.5,2.5,32,201,10,900,0,0,0,0,0,0,0,0,2,0.2,16,1.6,14.83,1.48,0,0,28,2.8,0,104,228.4,24,281,0,52,590,0,33,549,22.8,24,387,25,6.2,35,257
Thomas-Leicester,Luke Thomas,Thomas,DEF,Leicester,1.4,1.9,97,307,13,1109,0,0.36,0.03,0,0.49,0.04,0.85,0.07,3,0.24,23,1.87,25.08,2.04,0,0,0,0,0,144,226.4,105,282,144.5,70,254,34,125,367,40.4,104,320,27,6.9,67,169
Vardy-Leicester,Jamie Vardy,Vardy,FWD,Leicester,5.2,3.7,17,71,35,2825,9,11.23,0.36,5,2.55,0.08,13.78,0.44,4,0.13,68,2.17,63.1,2.01,1,0,0,0,18,464,490.8,17,148,270.8,17,160,742,13,31,150,16,74,128,23.7,15,71
Vestergaard-Leicester,Jannik Vestergaard,Vestergaard,DEF,Leicester,1.5,0.6,189,550,16,1390,0,0.11,0.01,0,0.08,0.01,0.19,0.02,0,0,35,2.27,25.05,1.62,0,0,0,0,0,86,321,84,230,46.6,128,368,53,110,334,42.4,100,312,11,2.8,64,161
Ward-Leicester,Danny Ward,Ward,GK,Leicester,2,1,40,454,1,135,0,0,0,0,0,0,0,0,0,0,6,4,3.35,2.23,0,0,4,2.67,0,-5,35.4,40,457,0,29,554,0,9,506,3.6,40,493,2,0.5,20,137
Winks-Leicester,Harry Winks,Winks,MID,Leicester,4.7,1.8,149,328,17,1536,0,0.23,0.01,2,1.53,0.09,1.76,0.1,0,0,34,1.99,29.48,1.73,0,0,0,0,0,282,272.8,117,258,319.6,92,132,37,191,359,63.2,134,259,40,9.3,23,79
Skipp-Leicester,Oliver Skipp,Skipp,MID,Leicester,0,1.1,211,450,10,1118,0,0.37,0.03,0,0.32,0.03,0.69,0.06,3,0.24,26,2.09,26.06,2.1,0,0,0,0,0,121,119.4,174,375,146,157,252,35,193,365,29.9,182,364,27,5.7,225,584
A.Fatawu-Leicester,Abdul Fatawu,A.Fatawu,MID,Leicester,0.2,2.4,96,226,6,576,0,0.41,0.06,2,1.42,0.22,1.83,0.28,0,0,14,2.19,11,1.72,0,0,0,0,3,125,147.6,160,353,104.3,173,292,148,130,225,40.1,163,323,26,5.1,130,388
Alves-Leicester,Will Alves,Alves,MID,Leicester,0.1,1,216,485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,262,679,0.3,250,513,0,252,650,0,262,679,1,0.2,183,504
Nelson-Leicester,Ben Nelson,Nelson,DEF,Leicester,0,0,220,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,623,0,219,610,0,209,570,0,221,623,0,0,226,671
El Khannouss-Leicester,Bilal El Khannouss,El Khannouss,MID,Leicester,0.2,2.6,80,193,27,2179,2,1.29,0.05,4,2.85,0.12,4.14,0.17,3,0.12,54,2.23,48.23,1.99,0,0,0,0,6,376,381.6,85,194,634.1,39,48,191,118,189,120.5,71,113,83,17.3,113,352
Cartwright-Leicester,Henry Cartwright,Cartwright,MID,Leicester,0,0,305,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,736,0,304,732,0,296,716,0,304,736,0,0,310,744
Wilson-Brown-Leicester,Thomas Wilson-Brown,Wilson-Brown,DEF,Leicester,0,0,225,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,629,0,225,617,0,216,578,0,226,629,0,0,254,745
Coulibaly-Leicester,Woyo Coulibaly,Coulibaly,DEF,Leicester,0,0.2,195,559,1,107,0,0.04,0.03,0,0.04,0.03,0.08,0.06,0,0,6,5.05,2.48,2.09,0,0,0,0,0,-4,24.4,170,470,3.4,172,483,24,134,390,5.2,168,480,1,0.2,224,662
Monga-Leicester,Jeremy Monga,Monga,MID,Leicester,0,1,232,510,0,105,0,0.17,0.15,0,0.02,0.02,0.19,0.17,0,0,3,2.57,1.67,1.43,0,0,0,0,0,29,20.6,222,481,12.6,228,449,19,212,406,5.1,225,484,7,1.6,326,773
Olabade Aluko-Leicester,Olabade Aluko,Olabade Aluko,DEF,Leicester,0,1,167,473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04,3.6,0,0,0,0,0,3,2,192,541,0.2,192,520,0,241,608,0.2,193,546,1,0.2,263,779
Jake Evans-Leicester,Jake Evans,Jake Evans,MID,Leicester,0,1,231,508,0,21,0,0,0,0,0,0,0,0,0,0,1,4.29,0.2,0.86,0,0,0,0,0,13,3.2,243,529,0.2,254,523,0,321,752,0.3,251,543,4,0.9,340,792
Braybrooke-Leicester,Sammy Braybrooke,Braybrooke,MID,Leicester,0,0,300,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,730,0,299,726,0,290,708,0,299,730,0,0,347,804
A.Becker-Liverpool,Alisson Ramses Becker,A.Becker,GK,Liverpool,8.4,4,7,43,28,2508,0,0,0,0,0.2,0.01,0.2,0.01,10,0.36,29,1.04,27.1,0.97,0,0,78,2.8,9,451,628.8,15,81,13,11,446,0,81,794,64,15,255,112,20.4,8,46
Alexander-Arnold-Liverpool,Trent Alexander-Arnold,Alexander-Arnold,DEF,Liverpool,16.7,4.5,1,24,28,2362,3,1.81,0.07,7,7.2,0.27,9.01,0.34,12,0.46,25,0.95,21.67,0.83,0,0,0,0,13,603,723.8,22,54,833.7,3,19,268,13,124,182.4,6,51,148,20.6,7,22
Bajcetic-Liverpool,Stefan Baj?eti? Maquieira,Bajcetic,MID,Liverpool,0,0,307,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,739,0,306,735,0,298,719,0,306,739,0,0,241,611
Bradley-Liverpool,Conor Bradley,Bradley,DEF,Liverpool,1.2,2.2,83,255,7,744,0,0.7,0.08,2,1.43,0.17,2.13,0.25,3,0.36,10,1.21,12.4,1.5,0,0,0,0,3,160,156.2,125,346,110.5,83,285,162,47,209,42.8,99,311,41,8.7,72,184
Clark-Liverpool,Bobby Clark,Clark,MID,Liverpool,0,0,288,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,717,0,287,714,0,278,695,0,287,717,0,0,288,703
Darwin-Liverpool,Darwin N˙Òez Ribeiro,Darwin,FWD,Liverpool,1.9,2.2,31,264,8,1113,5,5.76,0.47,3,0.51,0.04,6.27,0.51,2,0.16,21,1.7,16.85,1.36,0,0,0,0,6,244,263.8,24,263,151.6,26,245,404,27,84,81.2,27,199,66,9.4,21,142
Diogo J.-Liverpool,Diogo Teixeira da Silva,Diogo J.,MID,Liverpool,2.6,3.3,56,121,14,1182,6,7.98,0.61,4,1.09,0.08,9.07,0.69,7,0.53,12,0.91,11.75,0.89,0,0,0,0,4,225,300.6,107,240,169.5,151,231,537,35,55,99,87,148,87,12.1,40,121
Doak-Liverpool,Ben Doak,Doak,MID,Liverpool,0,0,290,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,719,0,289,716,0,280,697,0,289,719,0,0,278,686
Elliott-Liverpool,Harvey Elliott,Elliott,MID,Liverpool,0.3,1.8,158,340,2,359,1,1.78,0.45,2,0.64,0.16,2.42,0.61,0,0,6,1.5,6.14,1.54,0,0,0,0,3,120,118.6,175,376,145.8,158,253,143,132,229,40.4,162,321,33,6.3,100,325
Endo-Liverpool,Endo Wataru,Endo,MID,Liverpool,0.1,1.1,210,449,1,259,0,0,0,0,0.09,0.03,0.09,0.03,0,0,5,1.74,4.25,1.48,0,0,0,0,0,82,57.6,197,434,38.2,208,387,6,232,453,10,211,446,21,4.6,153,439
Gakpo-Liverpool,Cody Gakpo,Gakpo,FWD,Liverpool,5.4,3.6,19,86,23,1921,10,7.12,0.33,5,3.76,0.18,10.87,0.51,5,0.23,25,1.17,21.51,1.01,0,0,0,0,22,572,597,11,102,517.7,3,71,686,16,40,180.3,10,52,127,17.6,14,69
Gomez-Liverpool,Joe Gomez,Gomez,DEF,Liverpool,0.4,1.6,123,373,6,517,0,0.33,0.06,0,0.09,0.02,0.42,0.08,1,0.17,8,1.39,5.38,0.94,0,0,0,0,0,83,130.4,130,368,38.5,133,384,58,103,325,22.8,134,388,14,3,109,284
Gravenberch-Liverpool,Ryan Gravenberch,Gravenberch,MID,Liverpool,0.7,2.5,90,214,37,3160,0,1.13,0.03,4,3.5,0.1,4.63,0.13,14,0.4,35,1,33.06,0.94,0,0,0,0,1,568,550.6,43,118,473.9,64,82,121,140,250,114.7,74,125,92,18.4,77,244
Jones-Liverpool,Curtis Jones,Jones,MID,Liverpool,0.2,2.6,85,199,19,1702,3,4.34,0.23,5,1.46,0.08,5.8,0.31,6,0.32,27,1.43,23.35,1.23,0,0,0,0,4,396,397.2,77,182,343.7,86,121,400,55,85,113.6,75,127,87,16.4,103,332
Kelleher-Liverpool,Caoimhin Kelleher,Kelleher,GK,Liverpool,1.2,4.5,2,19,10,900,0,0,0,0,0,0,0,0,4,0.4,12,1.2,11.09,1.11,0,1,27,2.7,1,156,224.2,25,283,0,34,560,0,14,513,22.4,25,389,45,11.5,26,178
KonatÈ-Liverpool,Ibrahima KonatÈ,KonatÈ,DEF,Liverpool,7,3.4,23,108,30,2561,1,1.8,0.06,2,0.91,0.03,2.71,0.09,11,0.39,28,0.98,26.67,0.94,0,0,0,0,4,487,578,42,110,161.4,60,238,133,62,237,87.6,52,176,106,20,18,55
Luis DÌaz-Liverpool,Luis DÌaz,Luis DÌaz,MID,Liverpool,16.8,5.1,5,10,28,2393,13,11.9,0.45,7,4.34,0.16,16.24,0.61,15,0.56,21,0.79,24.44,0.92,0,0,0,0,21,634,770.8,9,38,748,25,29,946,7,14,246.4,7,10,183,24.4,7,21
M.Salah-Liverpool,Mohamed Salah,M.Salah,MID,Liverpool,66.3,9.1,1,1,38,3374,29,24.7,0.66,18,8.99,0.24,33.69,0.9,15,0.4,40,1.07,37.83,1.01,0,0,0,0,55,1133,1577,1,1,1199.2,3,3,1985,1,1,476,1,1,344,25.3,1,1
Mac Allister-Liverpool,Alexis Mac Allister,Mac Allister,MID,Liverpool,1.7,3.5,43,96,30,2597,5,2.89,0.1,6,5.57,0.19,8.46,0.29,14,0.49,24,0.83,24.21,0.84,0,0,0,0,8,578,653.4,24,73,731.3,28,32,357,62,95,174.1,41,59,122,19.7,49,149
McConnell-Liverpool,James McConnell,McConnell,MID,Liverpool,0.1,0,258,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,668,0,256,662,0,244,631,0,255,668,0,0,184,506
Morton-Liverpool,Tyler Morton,Morton,MID,Liverpool,0.1,0,261,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,674,0,259,670,0,248,644,0,258,674,0,0,173,473
N.Phillips-Liverpool,Nathaniel Phillips,N.Phillips,DEF,Liverpool,0.1,0,204,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,597,0,202,581,0,191,540,0,204,597,0,0,183,526
Quansah-Liverpool,Jarell Quansah,Quansah,DEF,Liverpool,1,0.7,184,543,4,488,0,0.1,0.02,0,0.18,0.03,0.28,0.05,0,0,12,2.21,10.38,1.91,0,0,0,0,0,38,119.4,133,374,29.1,144,408,15,146,416,16.5,143,413,9,2.3,80,203
R.Williams-Liverpool,Rhys Williams,R.Williams,DEF,Liverpool,0,0,206,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,601,0,205,586,0,194,545,0,207,601,0,0,196,564
Robertson-Liverpool,Andrew Robertson,Robertson,DEF,Liverpool,4,2.8,54,177,29,2479,0,1.12,0.04,1,4.27,0.16,5.39,0.2,10,0.36,32,1.16,26.9,0.98,0,0,0,0,4,397,395.4,67,183,668.7,6,41,182,38,198,124.4,19,105,91,15.7,37,98
Szoboszlai-Liverpool,Dominik Szoboszlai,Szoboszlai,MID,Liverpool,2.7,4,22,45,29,2485,6,6.94,0.25,10,6.06,0.22,13,0.47,12,0.43,29,1.05,26.78,0.97,0,0,0,0,14,605,589.8,39,104,794.8,18,22,601,31,50,198.1,26,33,143,23.4,38,118
Tsimikas-Liverpool,Konstantinos Tsimikas,Tsimikas,DEF,Liverpool,0.2,2.4,72,221,9,829,0,0.39,0.04,1,2.32,0.25,2.71,0.29,4,0.43,8,0.87,9.03,0.98,0,0,0,0,3,217,202,115,309,260.7,34,169,60,101,321,52.5,86,288,43,9.3,134,354
Virgil-Liverpool,Virgil van Dijk,Virgil,DEF,Liverpool,25.6,3.9,5,57,37,3330,3,2.22,0.06,1,0.98,0.03,3.2,0.09,14,0.38,38,1.03,36.13,0.98,0,0,0,0,8,631,932.6,2,14,206.6,46,205,299,9,116,143.7,11,84,143,21.3,3,11
Chiesa-Liverpool,Federico Chiesa,Chiesa,MID,Liverpool,0.2,1.2,209,444,1,103,0,0.34,0.3,0,0.15,0.13,0.49,0.43,0,0,3,2.62,2.8,2.45,0,0,0,0,0,16,9,234,504,23.5,220,424,36,192,362,6.7,219,469,7,1,121,376
Jaros-Liverpool,VÌtezslav Jaros,Jaros,GK,Liverpool,0.1,1,44,466,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.14,1.15,0,0,1,8.18,0,6,8.8,43,505,0,51,589,0,32,548,0.9,43,526,1,0.2,65,481
Davies-Liverpool,Harvey Davies,Davies,GK,Liverpool,0,0,69,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,613,0,58,600,0,39,559,0,69,613,0,0,72,665
Nyoni-Liverpool,Treymaurice Nyoni,Nyoni,MID,Liverpool,0,0,322,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,761,0,321,758,0,313,741,0,321,761,0,0,313,748
Nallo-Liverpool,Amara Nallo,Nallo,DEF,Liverpool,0,0,246,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,653,0,246,641,0,238,603,0,247,653,0,0,234,684
Danns-Liverpool,Jayden Danns,Danns,FWD,Liverpool,0,1,53,495,0,10,0,0,0,0,0.01,0.09,0.01,0.09,0,0,1,9,0.45,4.05,0,0,0,0,0,2,0,63,724,0.3,55,514,0,63,702,0,63,724,1,0.2,85,681
Akanji-Man City,Manuel Akanji,Akanji,DEF,Man City,2.3,2.3,78,245,23,2012,0,1.57,0.07,0,1.3,0.06,2.87,0.13,6,0.27,28,1.25,29.72,1.33,0,0,0,0,1,307,339.8,82,220,249.8,37,175,100,81,275,68.9,76,238,61,11.5,49,130
Ak√©-Man City,Nathan AkÈ,Ak√©,DEF,Man City,0.8,2.5,69,215,8,677,0,0.22,0.03,0,0.17,0.02,0.39,0.05,3,0.4,11,1.46,13.44,1.79,0,0,0,0,0,121,104.6,141,394,33.7,139,394,20,142,403,15.9,145,418,25,4.7,89,229
Bernardo-Man City,Bernardo Veiga de Carvalho e Silva,Bernardo,MID,Man City,2.8,3.3,54,119,29,2667,4,3.84,0.13,4,4.56,0.15,8.4,0.28,10,0.34,36,1.21,39.68,1.34,0,0,0,0,13,568,603,38,100,800.4,16,20,532,36,56,193.6,31,39,110,18,37,117
Bobb-Man City,Oscar Bobb,Bobb,MID,Man City,0.1,1,235,513,0,14,0,0,0,0,0.02,0.13,0.02,0.13,0,0,1,6.43,0.47,3.02,0,0,0,0,0,13,4.4,238,520,12.6,229,450,0,322,754,1.6,239,519,3,0.6,207,546
Carson-Man City,Scott Carson,Carson,GK,Man City,0.2,0,46,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,572,0,25,550,0,4,501,0,45,572,0,0,52,363
De Bruyne-Man City,Kevin De Bruyne,De Bruyne,MID,Man City,11.6,4.1,20,42,19,1694,4,5.17,0.27,9,6.75,0.36,11.92,0.63,10,0.53,19,1.01,21.47,1.14,0,0,0,0,12,462,466.6,59,156,920,11,12,411,51,79,179.5,38,55,114,12,11,37
